,Diabolo-TX,Diabolo-TY,Diabolo-TZ,stick_left-TX,stick_left-TY,stick_left-TZ,stick_right-TX,stick_right-TY,stick_right-TZ
0,-0.309946259,0.751387329,0.49533548,-0.413098358,0.7011369630000001,0.979300659,-0.205159988,0.7241312870000001,1.4703873289999998
1,0.0,0.0,0.0,-0.412917236,0.70127356,0.979119202,-0.20420881700000001,0.722109375,1.474996582
2,0.0,0.0,0.0,-0.412461884,0.701279175,0.979262512,-0.203175751,0.720458862,1.478932495
3,0.0,0.0,0.0,-0.411785156,0.701385559,0.979362183,-0.20259307899999998,0.718882385,1.4826121829999999
4,0.0,0.0,0.0,-0.411321777,0.701383789,0.979511719,-0.201814835,0.717071594,1.486516846
5,0.0,0.0,0.0,-0.410571686,0.701340332,0.9804938959999999,-0.200564697,0.714843384,1.491294312
6,0.0,0.0,0.0,-0.411027588,0.701304382,0.98041333,-0.199655014,0.713183533,1.494946899
7,0.0,0.0,0.0,-0.41056601,0.70135022,0.9807387700000001,-0.19864712499999998,0.7114146729999999,1.4987154539999998
8,0.0,0.0,0.0,-0.41019903599999996,0.70143689,0.981245178,-0.19769541899999998,0.709572388,1.502544067
9,0.0,0.0,0.0,-0.409767334,0.701478149,0.98155957,-0.196604965,0.7075277710000001,1.506466675
10,0.0,0.0,0.0,-0.409371582,0.701548401,0.982100464,-0.195711731,0.705839661,1.509978027
11,0.0,0.0,0.0,-0.40898391700000003,0.701642639,0.982656555,-0.194751373,0.70436261,1.5132990720000001
12,0.0,0.0,0.0,-0.409451813,0.7018267819999999,0.9829440309999999,-0.19368580600000002,0.702478088,1.516913452
13,0.0,0.0,0.0,-0.409216064,0.701942444,0.983538147,-0.192740906,0.70092511,1.520218262
14,0.0,0.0,0.0,-0.408645294,0.7022104490000001,0.9840408939999999,-0.19176326,0.699109497,1.5236884769999999
15,0.0,0.0,0.0,-0.408508942,0.702203064,0.985161926,-0.190757828,0.6974118650000001,1.5269824220000001
16,0.0,0.0,0.0,-0.40714727799999995,0.702399353,0.986002747,-0.18982673600000002,0.695774475,1.5302081299999999
17,0.0,0.0,0.0,-0.406771027,0.702334045,0.987137695,-0.18876712,0.6941978759999999,1.533324341
18,0.0,0.0,0.0,-0.407702942,0.7027329099999999,0.987371887,-0.187809784,0.692691589,1.536328857
19,0.0,0.0,0.0,-0.407636078,0.702796631,0.988400269,-0.18684478799999998,0.691302917,1.539175903
20,0.0,0.0,0.0,-0.40756494099999996,0.7030311890000001,0.989721191,-0.185969406,0.6900610349999999,1.541879395
21,0.0,0.0,0.0,-0.40569021600000005,0.7032183230000001,0.991448853,-0.18490914900000002,0.688465149,1.544799683
22,0.0,0.0,0.0,-0.406227692,0.7033668209999999,0.992172363,-0.184125183,0.6873765869999999,1.5472852780000002
23,0.0,0.0,0.0,-0.40568811,0.703685242,0.9934604490000001,-0.183058258,0.685996399,1.549869629
24,0.0,0.0,0.0,-0.40490072600000004,0.7038740840000001,0.9946808469999999,-0.182236389,0.68489386,1.552344604
25,0.0,0.0,0.0,-0.404572784,0.704121521,0.996191895,-0.181298798,0.683526855,1.5548637699999999
26,0.0,0.0,0.0,-0.40539855999999996,0.70448645,0.997296875,-0.180081772,0.6824013670000001,1.557230347
27,0.0,0.0,0.0,-0.405887451,0.7048463749999999,0.998495728,-0.179194412,0.681352051,1.559481323
28,0.0,0.0,0.0,-0.40568261699999997,0.7051511229999999,1.000213013,-0.17822290000000002,0.67998468,1.561923706
29,0.0,0.0,0.0,-0.406105316,0.7054913330000001,1.00140979,-0.17760415599999999,0.679298218,1.56380249
30,0.0,0.0,0.0,-0.40566961700000004,0.705880127,1.002953308,-0.176625519,0.67802771,1.566087646
31,0.0,0.0,0.0,-0.405459747,0.706127747,1.004911804,-0.175762009,0.67716095,1.568048218
32,0.0,0.0,0.0,-0.405440063,0.706502319,1.00659906,-0.17519894400000002,0.6765413210000001,1.569807739
33,0.0,0.0,0.0,-0.405439758,0.706744202,1.0084063109999999,-0.17465623500000002,0.676328003,1.570895508
34,0.0,0.0,0.0,-0.405236084,0.7069659420000001,1.010385254,-0.173802979,0.675268188,1.572885742
35,0.0,0.0,0.0,-0.404823364,0.707369629,1.012386108,-0.173169067,0.67477655,1.5744642329999998
36,0.0,0.0,0.0,-0.40448584,0.707724243,1.014105347,-0.172353012,0.673853882,1.57626123
37,0.0,0.0,0.0,-0.404530273,0.708028503,1.016154541,-0.17171925400000002,0.673198975,1.57783374
38,0.0,0.0,0.0,-0.404623169,0.708245117,1.0180775149999999,-0.171101807,0.672891663,1.579187866
39,0.0,0.0,0.0,-0.40442221100000003,0.708591431,1.020170349,-0.170463333,0.672200073,1.5807554929999998
40,0.0,0.0,0.0,-0.404336334,0.70892749,1.022304626,-0.169815155,0.671689209,1.582161621
41,0.0,0.0,0.0,-0.40339495799999997,0.709239441,1.024504517,-0.169188263,0.671229858,1.583472168
42,0.0,0.0,0.0,-0.404246399,0.709577576,1.026303467,-0.168516739,0.6707515869999999,1.584804443
43,0.0,0.0,0.0,-0.40382626299999996,0.7100281979999999,1.028362793,-0.167825638,0.670000793,1.586268921
44,0.0,0.0,0.0,-0.40369885299999997,0.710327759,1.0305913089999998,-0.167374619,0.6699099119999999,1.587236206
45,0.0,0.0,0.0,-0.403932343,0.710573975,1.0331649170000001,-0.16668602000000002,0.66922876,1.588653809
46,0.0,0.0,0.0,-0.403860504,0.7108654790000001,1.03511438,-0.166215424,0.66926416,1.589474243
47,0.0,0.0,0.0,-0.403525238,0.711238037,1.0374018550000002,-0.16573898299999998,0.668931946,1.590516235
48,0.0,0.0,0.0,-0.403467377,0.711639404,1.0393142089999998,-0.165210892,0.668655945,1.5915076899999998
49,0.0,0.0,0.0,-0.403583618,0.711785522,1.0420695800000002,-0.16464267000000002,0.6682165529999999,1.592584717
50,0.0,0.0,0.0,-0.40337924199999997,0.712211426,1.044249878,-0.164251938,0.668200317,1.593316406
51,0.0,0.0,0.0,-0.40270840500000005,0.712423706,1.046424683,-0.16385049399999999,0.668102478,1.5940859379999999
52,0.0,0.0,0.0,-0.402711609,0.712516602,1.0490938719999998,-0.16342408800000002,0.668017517,1.594760986
53,0.0,0.0,0.0,-0.402771912,0.7129268799999999,1.0513588870000001,-0.163038666,0.667757751,1.595620239
54,0.0,0.0,0.0,-0.403032288,0.7132927250000001,1.053347778,-0.162732239,0.6677005,1.596229614
55,0.0,0.0,0.0,-0.403205353,0.713516602,1.055676025,-0.162349503,0.667354919,1.597028564
56,0.0,0.0,0.0,-0.40335647599999996,0.713674622,1.058139038,-0.16200884999999998,0.667336304,1.597569458
57,0.0,0.0,0.0,-0.403289703,0.713891663,1.060479126,-0.16181884800000002,0.6678125,1.597728149
58,0.0,0.0,0.0,-0.40326763899999996,0.7140998540000001,1.062873535,-0.161452621,0.6676293950000001,1.598284668
59,0.0,0.0,0.0,-0.403262787,0.7143946529999999,1.065034424,-0.161312546,0.667866089,1.598595947
60,0.0,0.0,0.0,-0.403463776,0.714514038,1.067515625,-0.161126022,0.667679016,1.599084961
61,0.0,0.0,0.0,-0.403244446,0.714759521,1.069843628,-0.16089489699999998,0.667665588,1.599480103
62,0.0,0.0,0.0,-0.40330480999999996,0.714972168,1.0719333500000001,-0.160726135,0.667781006,1.599724487
63,0.0,0.0,0.0,-0.40361892699999996,0.7150316769999999,1.074442017,-0.160754898,0.668109924,1.5998294679999998
64,0.0,0.0,0.0,-0.403684875,0.715194824,1.07668103,-0.160652985,0.668193665,1.600053589
65,0.0,0.0,0.0,-0.40306723,0.7152213749999999,1.0795435789999999,-0.16059681699999998,0.6684954830000001,1.600063599
66,0.0,0.0,0.0,-0.403178802,0.7153709109999999,1.081795898,-0.160596497,0.668681396,1.600151123
67,0.0,0.0,0.0,-0.403180176,0.715572998,1.083989014,-0.160721283,0.668903259,1.600167114
68,0.0,0.0,0.0,-0.403994995,0.7158000489999999,1.086030884,-0.16072314499999998,0.669067627,1.600181274
69,0.0,0.0,0.0,-0.404194031,0.715827515,1.0884086910000002,-0.16107626300000003,0.669351257,1.6001051030000002
70,0.0,0.0,0.0,-0.403474762,0.715856079,1.091082275,-0.161100632,0.669619629,1.599979858
71,0.0,0.0,0.0,-0.40444226099999997,0.716102539,1.092706177,-0.160774979,0.669546753,1.600014282
72,0.0,0.0,0.0,-0.40419278000000003,0.7160931399999999,1.095636841,-0.160872467,0.669834839,1.599845459
73,0.0,0.0,0.0,-0.404899567,0.716172058,1.097559204,-0.161068207,0.6704105220000001,1.599476562
74,0.0,0.0,0.0,-0.40505197099999996,0.7162410889999999,1.099883667,-0.161172623,0.670352905,1.599452026
75,0.0,0.0,0.0,-0.40523330700000004,0.7163916020000001,1.102177612,-0.161318939,0.670611877,1.599195557
76,0.0,0.0,0.0,-0.40527951,0.7165161130000001,1.104327881,-0.161533829,0.67098468,1.5988126219999999
77,0.0,0.0,0.0,-0.40486303700000004,0.7163125,1.1070928960000002,-0.161754288,0.671392273,1.598393799
78,0.0,0.0,0.0,-0.405775085,0.716531128,1.1089166259999998,-0.16198628199999998,0.671780701,1.597966797
79,0.0,0.0,0.0,-0.40595611600000003,0.716554871,1.111232056,-0.162266373,0.67196106,1.597727173
80,0.0,0.0,0.0,-0.406138885,0.716618652,1.1132775879999999,-0.162548462,0.672442932,1.5970764160000002
81,0.0,0.0,0.0,-0.40637298600000005,0.716606201,1.11562854,-0.162891266,0.673114807,1.596358276
82,0.0,0.0,0.0,-0.406671753,0.716564087,1.117802856,-0.162995911,0.6733055419999999,1.595948486
