X,Y,Z,W
-0.309946259,0.751387329,0.49533548,58.010031855847146
-0.309946259,0.751387329,0.4953218688888889,58.010031855847146
-0.309946259,0.751387329,0.4952810355555556,58.010031855847146
-0.309946259,0.751387329,0.49521298,58.010031855847146
-0.309946259,0.751387329,0.4951177022222223,58.010031855847146
-0.309946259,0.751387329,0.4949952022222223,58.010031855847146
-0.309946259,0.751387329,0.4948454800000001,58.010031855847146
-0.309946259,0.751387329,0.4946685355555557,58.010031855847146
-0.309946259,0.751387329,0.494464368888889,58.010031855847146
-0.309946259,0.751387329,0.49423298000000015,58.010031855847146
-0.309946259,0.751387329,0.49397436888888907,58.010031855847146
-0.309946259,0.751387329,0.49368853555555575,58.010031855847146
-0.309946259,0.751387329,0.4933754800000002,58.010031855847146
-0.309946259,0.751387329,0.49303520222222247,58.010031855847146
-0.309946259,0.751387329,0.4926677022222225,58.010031855847146
-0.309946259,0.751387329,0.4922729800000003,58.010031855847146
-0.309946259,0.751387329,0.49185103555555587,58.010031855847146
-0.309946259,0.751387329,0.4914018688888892,58.010031855847146
-0.309946259,0.751387329,0.49092548000000036,58.010031855847146
-0.309946259,0.751387329,0.4904218688888893,58.010031855847146
-0.309946259,0.751387329,0.48989103555555596,58.010031855847146
-0.309946259,0.751387329,0.4893329800000004,58.010031855847146
-0.309946259,0.751387329,0.48874770222222264,58.010031855847146
-0.309946259,0.751387329,0.4881352022222227,58.010031855847146
-0.3099296286205437,0.7513242600440074,0.4883818409157439,58.010031855847146
-0.31002714637079665,0.7510989433804466,0.49009507523202767,58.01407717820326
-0.3101212492031442,0.7508513607061671,0.492053426204614,58.016816345150495
-0.31021841182898746,0.7506087974740794,0.49388407449134464,58.01920232985376
-0.31031221288459304,0.7503454474985193,0.4959369213643371,58.01956188296422
-0.3104134885142817,0.7500895111230428,0.4978253424444541,58.020388603718224
-0.31051967540002745,0.7498340004724491,0.49964934961428353,58.01992276118395
-0.3106205577906094,0.7495514181350555,0.5017788175620073,58.01830813205967
-0.3107382155379134,0.749303378197958,0.5033825908333965,58.01503546929912
-0.3108487149372109,0.7490266102675117,0.505320557354748,58.01387961745619
-0.3109565351734362,0.7487434133264924,0.5073090429039491,58.00702309249524
-0.3110739651114368,0.7484749796267172,0.5090481589279363,58.000118747754584
-0.3112017485284982,0.7482243012431803,0.5105031689606248,57.987531870289196
-0.31131516806073467,0.747928243785103,0.5125256014614314,57.980817348840624
-0.3114379131119931,0.7476476037336235,0.5142930767654493,57.97107776900112
-0.31155719464303055,0.7473645214512256,0.5160670722141769,57.96497845173019
-0.31167267785188046,0.7470747250227611,0.5179091898673684,57.95429006072191
-0.3117961812353388,0.7467946865751387,0.5195746174435544,57.94270356882107
-0.3119160332250994,0.7464988043918376,0.5214141249704313,57.932051033081144
-0.31203973935434115,0.7462037560112209,0.5231993249789286,57.91979427476291
-0.31216704064776274,0.7459125186151276,0.5248896878620969,57.90745969000959
-0.3122939821844853,0.7456216514039273,0.5265587026587999,57.89582620008412
-0.31241905341475873,0.7453214425173573,0.5283148753137156,57.88510955437492
-0.3125475352502583,0.7450329011364077,0.529899602882341,57.86887156159899
-0.3126617108282213,0.7447081528277925,0.5319527489306544,57.853355465262965
-0.3128023514134965,0.7444286532460079,0.5333286059898745,57.837929365788405
-0.31293050382438925,0.7441298837239378,0.5349708743639694,57.82222506269354
-0.31306285897565267,0.7438433237418854,0.5364280773687283,57.80843343717674
-0.3131745312732217,0.743521559049469,0.5383796398871807,57.78922228373249
-0.3133079354295149,0.7432336746450977,0.5398087888132022,57.771762444424155
-0.3134384204269784,0.7429461557914816,0.5412240808518661,57.75511259171555
-0.3135570600713693,0.7426399300886793,0.5429028499796922,57.73357081254788
-0.3136821813767298,0.7423389364177434,0.5444720406517174,57.71616219758519
-0.31381993754540627,0.7420530631023443,0.5457856838925557,57.6985263926534
-0.3139485536063309,0.7417465568375006,0.5473751159483857,57.680110344731794
-0.31408242104285683,0.7414430282949374,0.5488883720423312,57.65882935372347
-0.31423040051020784,0.7411579464402844,0.5501012815658832,57.63570919522515
-0.3143651355879656,0.7408551692772013,0.5515804516954889,57.61533629096811
-0.3145130771746491,0.7405683197484806,0.5527896297845171,57.59449851155093
-0.3146510850405596,0.7402610042340266,0.5542875569638702,57.5726068416056
-0.3147974177833664,0.7399622990594118,0.5556207174431795,57.55164043911432
-0.31494929391845444,0.7396746673149809,0.5567763876207887,57.53082068576617
-0.3150976547994802,0.7393769144211975,0.558074769144266,57.50553654738176
-0.3152513714962299,0.7390824175193356,0.5592930503865402,57.48349076935129
-0.3153997849558866,0.7387781915631283,0.5606499152945882,57.4563176120774
-0.3155555060910305,0.7384864928823722,0.5618007623490595,57.433047301042
-0.31571699159120864,0.7381986243743313,0.5628658527070434,57.40970521932331
-0.31588156843136694,0.7379093138002818,0.5639337081288636,57.38661545477917
-0.31604695874969524,0.7376160362866815,0.5650464463113806,57.360856016348116
-0.31620966114370197,0.7373173127618625,0.5662308563370538,57.334130328558935
-0.3163834132687432,0.7370338058294146,0.5671457021371791,57.31433807960961
-0.3165405349135835,0.7367259340532242,0.5684709904349972,57.28491955185642
-0.3167248195716451,0.736447416390737,0.5692552393931969,57.25979499977887
-0.31689562013289896,0.7361476456131177,0.5703932878485141,57.235246764033484
-0.317074973243245,0.7358546146854006,0.5713882378472861,57.20915122097865
-0.31726302952766683,0.7355689602468602,0.5722293196952813,57.183221918962126
-0.31744094161261344,0.7352683670029982,0.5733258342281592,57.15324598946495
-0.31763886546135456,0.7349866401424012,0.5740503552258782,57.12830068135545
-0.3178265740276881,0.7346887700241336,0.5750600553243113,57.10206723208739
-0.3180317826334934,0.7344080770472624,0.5757203357658398,57.07479276105947
-0.3182342921991016,0.734121114640889,0.5764948600657652,57.04475434294217
-0.3184343660312,0.7338275312420038,0.5773736766383464,57.018394016193376
-0.3186309773707309,0.7335272698777542,0.5783609294583194,56.98979647116757
-0.3188621685910084,0.7332626996765212,0.5786231856928489,56.956578073088714
-0.3190759259529909,0.7329763088985971,0.5793228966704925,56.92960635305495
-0.3192783943717998,0.7326742236951282,0.5803363432452935,56.89751733837059
-0.31948958108573156,0.7323788595391665,0.5811798854383288,56.86590332000308
-0.3197103485971554,0.7320902418629991,0.5818599980819713,56.83719184311054
-0.3199359715584359,0.7318023778306347,0.5825086361645604,56.80986550408569
-0.3201642813652207,0.731514227009356,0.5831522802166328,56.77861227561033
-0.3203831655239786,0.7312141258550998,0.5840444441590238,56.746623405822106
-0.3206184964534971,0.7309263375601263,0.584637515522916,56.71726920933274
-0.3208396918368185,0.7306217727370644,0.5855926002005891,56.68250194847768
-0.32108561521085,0.7303381985300066,0.5860454659322236,56.65346778489826
-0.3213154621934776,0.7300374936181546,0.5868922693559062,56.619108874841935
-0.3215531753594512,0.7297406707474914,0.5876263282682503,56.58531930363897
-0.3218067848759258,0.7294549777344155,0.5880780009591523,56.55562380627918
-0.3220590137816611,0.7291648885307029,0.5886276005360513,56.525281389710194
-0.32229984237878806,0.7288605271342006,0.5895153356531789,56.48853406540607
-0.3225532090101034,0.7285661117849928,0.5901226585193079,56.45492473823904
-0.32282405669328507,0.728289108696941,0.5903097603079345,56.42792165972422
-0.323064725373305,0.72798152825411,0.5912863094854804,56.391575443988174
-0.3233279291228768,0.7276912278083955,0.5917934440811349,56.35479578885266
-0.32360386884913783,0.7274087827295921,0.5920667476493447,56.32545115635798
-0.3238649399760687,0.72711046363894,0.5927621643635361,56.288839539340096
-0.324128705626188,0.7268118775704838,0.5934414211536895,56.25260457532774
-0.3243904629960598,0.7265061689558033,0.594274114982445,56.2237266933374
-0.32467712558627315,0.7262201261644043,0.5945239952762876,56.19156595445122
-0.32495476307310456,0.7259282317165731,0.5949842759410156,56.1563628123517
-0.32523866431079074,0.7256392431670786,0.5953486774388527,56.12228981121659
-0.3255333480170428,0.7253573175955872,0.5954886008604865,56.09057079687079
-0.3258252994896459,0.7250710017562602,0.5957586751413241,56.05815035508434
-0.3261128368241885,0.7247781464887861,0.5962239766722057,56.018944679049184
-0.3263689755262233,0.7244554524111275,0.5975370745525914,55.99430611117502
-0.32669054456714536,0.7241823447622356,0.5972598710329126,55.949396741608226
-0.32698785594058766,0.7238922490480336,0.5975973426704192,55.91064767195738
-0.32726884478533635,0.7235860139848805,0.5984215813897273,55.88429810559233
-0.32759128432767726,0.7233098575821879,0.5982262973411295,55.83570517698073
-0.32789599694166616,0.7230226946172484,0.5984850477554425,55.798841041116695
-0.32820526935456473,0.7227358134991956,0.5987032257271344,55.77254909790563
-0.3285348342002315,0.7224625012934238,0.598445141247737,55.72709577726981
-0.3288433840646537,0.7221730497051414,0.5988183953815175,55.6896210018919
-0.32917367346561244,0.721896861484522,0.5986701676363966,55.65247364617533
-0.32949355036997247,0.721612464270675,0.5988549791685369,55.6151237429688
-0.3298179338248119,0.7213290579089237,0.5989871502237002,55.57619557204484
