,index,Unnamed: 0,Frame,Sub Frame,Diabolo-RX,Diabolo-RY,Diabolo-RZ,Diabolo-TX,Diabolo-TY,Diabolo-TZ,stick_left-RX,stick_left-RY,stick_left-RZ,stick_left-TX,stick_left-TY,stick_left-TZ,stick_right-RX,stick_right-RY,stick_right-RZ,stick_right-TX,stick_right-TY,stick_right-TZ
21,15021,15021,15022,0,1.6786741418540296,0.878343339053223,0.9015234919425196,-313.937775,755.787842,551.821045,1.7689772768593466,-0.0484327724997312,-3.040858566844572,-405.690216,703.218323,991.448853,-0.8179023343110179,0.1187021130559036,0.3392301148589894,-184.909149,688.465149,1544.799683
22,15022,15022,15023,0,1.6333188558020946,0.5900399974283275,0.8577022394691018,-314.098999,755.757812,551.845886,1.770676081887358,-0.0435538254111442,-3.034147235871978,-406.227692,703.366821,992.172363,-0.81476108246374,0.1163143608179469,0.3374356790622663,-184.125183,687.376587,1547.285278
23,15023,15023,15024,0,1.613645980481477,0.3031377931849739,0.8338832941564193,-314.050171,756.133179,552.100403,1.7690136859675667,-0.0436799603358509,-3.036695086389978,-405.68811,703.685242,993.460449,-0.8074878812637349,0.117110631010675,0.338786628161706,-183.058258,685.996399,1549.869629
24,15024,15024,15025,0,1.60718668015762,0.0170358215745083,0.8335871778133832,-314.128387,755.868225,553.653503,1.76675177851747,-0.0406911820443728,-3.04121193428294,-404.900726,703.874084,994.680847,-0.8036060658677172,0.1151190720003072,0.3375408049128638,-182.236389,684.89386,1552.344604
25,15025,15025,15026,0,,,,,,,1.7634519074403998,-0.0389807909247009,-3.041606656750552,-404.572784,704.121521,996.191895,-0.7975961036533002,0.1127352248523139,0.3365946140292592,-181.298798,683.526855,1554.86377
26,15026,15026,15027,0,,,,,,,1.7652977311787172,-0.0372007195842124,-3.0339867536240863,-405.39856,704.48645,997.296875,-0.7919962479303051,0.1130594250646544,0.334677662809671,-180.081772,682.401367,1557.230347
27,15027,15027,15028,0,1.617830756732212,-0.871850033431312,0.7459459648387807,-309.898224,761.282654,558.749146,1.7659512772768646,-0.0330958079221348,-3.0291320822958805,-405.887451,704.846375,998.495728,-0.7883071705714364,0.1112893515334897,0.3327689351824694,-179.194412,681.352051,1559.481323
28,15028,15028,15029,0,1.683959188061078,-1.151318472540778,0.685589044463716,-310.304474,761.383728,561.96051,1.7620950572035587,-0.0322625327085976,-3.029289234749404,-405.682617,705.151123,1000.213013,-0.7811758515925752,0.1091331065874589,0.3322846954410152,-178.2229,679.98468,1561.923706
29,15029,15029,15030,0,1.7513556732564617,-1.4358535226227196,0.6217708671170188,-310.935791,761.697693,562.122864,1.763045314025313,-0.0298229215895517,-3.025732621358878,-406.105316,705.491333,1001.40979,-0.7807212877398532,0.1071275142415698,0.3303927033966387,-177.604156,679.298218,1563.80249
30,15030,15030,15031,0,-1.6632715569213734,-1.4037581384689546,-2.2581720296276138,-309.82782,762.764282,564.283569,1.7610524626035438,-0.0287486592822682,-3.0284190965163797,-405.669617,705.880127,1002.953308,-0.7741183953905151,0.1052193061782421,0.3294573594353803,-176.625519,678.02771,1566.087646
31,15031,15031,15032,0,-1.6031773792397197,-1.1228457170657942,-2.322075740530475,-309.595215,763.639221,566.422485,1.7554122139357016,-0.0285987202918948,-3.0281222146745668,-405.459747,706.127747,1004.911804,-0.7710559293312437,0.10379728259542,0.3275639309834252,-175.762009,677.16095,1568.048218
32,15032,15032,15033,0,,,,,,,1.7533004687616212,-0.0272817532485404,-3.027437373797866,-405.440063,706.502319,1006.59906,-0.7704684997798813,0.1016373060547363,0.3256773199988488,-175.198944,676.541321,1569.807739
33,15033,15033,15034,0,,,,,,,1.749785288955584,-0.0288244393142642,-3.025758040849664,-405.439758,706.744202,1008.406311,-0.7755438792196957,0.1008357700142352,0.3234236354359789,-174.656235,676.328003,1570.895508
34,15034,15034,15035,0,,,,,,,1.7442949062462856,-0.0288191636151642,-3.025578821573707,-405.236084,706.965942,1010.385254,-0.769980990769683,0.0988722601292436,0.3228652057046925,-173.802979,675.268188,1572.885742
35,15035,15035,15036,0,,,,,,,1.7404668138889314,-0.0312418102771589,-3.027868128600188,-404.823364,707.369629,1012.386108,-0.7696023745891407,0.0973088033447019,0.3204801573485597,-173.169067,674.77655,1574.464233
36,15036,15036,15037,0,,,,,,,1.7382342336554613,-0.0292775079083661,-3.0299371775540043,-404.48584,707.724243,1014.105347,-0.7650436802395283,0.0952895742076686,0.3190854162079504,-172.353012,673.853882,1576.26123
37,15037,15037,15038,0,,,,,,,1.7335611189473772,-0.0298648861422126,-3.028557417750912,-404.530273,708.028503,1016.154541,-0.7629965249546453,0.0933004626266681,0.3176177879004216,-171.719254,673.198975,1577.83374
38,15038,15038,15039,0,,,,,,,1.7300567317448226,-0.0303974639346295,-3.0265619988108345,-404.623169,708.245117,1018.077515,-0.7635185510564632,0.0913981734984197,0.3147371746679354,-171.101807,672.891663,1579.187866
39,15039,15039,15040,0,-1.725836498599537,1.2062448149716876,-2.466413719086226,-312.070526,762.669006,589.998047,1.7256255794001214,-0.0310190543305963,-3.0272729832172494,-404.422211,708.591431,1020.170349,-0.7604511059348112,0.0890062049826072,0.3126643905108209,-170.463333,672.200073,1580.755493
40,15040,15040,15041,0,-2.3164238424462327,1.4751632763128968,-3.074422341681615,-312.263336,763.408569,592.636108,1.7211989722534171,-0.0317993103123329,-3.027287553791123,-404.336334,708.92749,1022.304626,-0.7588429760412334,0.0871617813295644,0.3104672052346983,-169.815155,671.689209,1582.161621
41,15041,15041,15042,0,1.84881132171069,1.3448450618157324,1.0894529406122877,-313.325867,762.823853,594.060547,1.7156897306855057,-0.034748727817204,-3.0335649964047664,-403.394958,709.239441,1024.504517,-0.7575980977510703,0.0853733810954567,0.3086135275185372,-169.188263,671.229858,1583.472168
42,15042,15042,15043,0,1.721301076791998,1.0555325826058084,0.9563839803903574,-313.960754,762.207153,596.906799,1.714808712524354,-0.0334187952508371,-3.026784213804625,-404.246399,709.577576,1026.303467,-0.7556240946020006,0.083725363066051,0.3061508128825925,-168.516739,670.751587,1584.804443
43,15043,15043,15044,0,1.6546100910440702,0.7674126818389979,0.8927419849536714,-314.50531,761.661499,597.16925,1.7118066729558885,-0.0333118311437275,-3.0302242312164385,-403.826263,710.028198,1028.362793,-0.7512256231203192,0.0814853668572016,0.3047244828216602,-167.825638,670.000793,1586.268921
44,15044,15044,15045,0,1.6227573562849025,0.4793876212319832,0.8622648352085968,-314.763763,761.747498,596.993164,1.7071976719655553,-0.0343965191047489,-3.030395893318091,-403.698853,710.327759,1030.591309,-0.7527446294819811,0.0794861853149829,0.3019267434046836,-167.374619,669.909912,1587.236206
45,15045,15045,15046,0,1.6139524386837094,0.1902382492777712,0.814221862314377,-312.761475,764.260864,597.955994,1.7006573276855534,-0.0371683785219443,-3.027874297956899,-403.932343,710.573975,1033.164917,-0.7481387182636068,0.0776868447458976,0.3003815283292931,-166.68602,669.22876,1588.653809
46,15046,15046,15047,0,1.584404018325294,-0.0722065641348681,0.8221906074915246,-313.653778,762.10553,596.649048,1.6979570385620464,-0.0360657636082245,-3.0273530078379065,-403.860504,710.865479,1035.11438,-0.7505327990147669,0.0760060337526681,0.2974217270584646,-166.215424,669.26416,1589.474243
47,15047,15047,15048,0,,,,,,,1.6939753013347758,-0.0400260409589173,-3.029574019064109,-403.525238,711.238037,1037.401855,-0.7491840108215733,0.0735537357330595,0.2949074831081187,-165.738983,668.931946,1590.516235
48,15048,15048,15049,0,,,,,,,1.692623845406971,-0.0370598091897368,-3.0302482521179064,-403.467377,711.639404,1039.314209,-0.748030178415223,0.0720018608029189,0.2928862758133148,-165.210892,668.655945,1591.50769
49,15049,15049,15050,0,,,,,,,1.6842577995753332,-0.0381361882118536,-3.027952771626143,-403.583618,711.785522,1042.06958,-0.7450710030462679,0.0699266148425038,0.2910578746997435,-164.64267,668.216553,1592.584717
50,15050,15050,15051,0,,,,,,,1.6819973610864003,-0.0415367408013092,-3.0297015997539094,-403.379242,712.211426,1044.249878,-0.7464124021696019,0.0678239563043291,0.2881114479001818,-164.251938,668.200317,1593.316406
51,15051,15051,15052,0,,,,,,,1.677628814130295,-0.0397731288358241,-3.034232132593027,-402.708405,712.423706,1046.424683,-0.7465212521338629,0.0662321929135324,0.2861048728589743,-163.850494,668.102478,1594.085938
52,15052,15052,15053,0,,,,,,,1.6698700199493477,-0.0417677208794874,-3.032332155046574,-402.711609,712.516602,1049.093872,-0.7467837821487079,0.0645811617219279,0.2835537620943413,-163.424088,668.017517,1594.760986
53,15053,15053,15054,0,,,,,,,1.6672471019795396,-0.0418191213813318,-3.0322385736767816,-402.771912,712.92688,1051.358887,-0.7449139602962612,0.0623785398924787,0.2814945259506179,-163.038666,667.757751,1595.620239
54,15054,15054,15055,0,,,,,,,1.6661095190038049,-0.040013990288018,-3.031051533440835,-403.032288,713.292725,1053.347778,-0.7451358565620835,0.0603102349104939,0.2796295907609341,-162.732239,667.7005,1596.229614
55,15055,15055,15056,0,,,,,,,1.662119483351145,-0.0402286929430498,-3.0294555488617703,-403.205353,713.516602,1055.676025,-0.7424689334917661,0.0578436954904418,0.2783129688287107,-162.349503,667.354919,1597.028564
56,15056,15056,15057,0,,,,,,,1.656784503714826,-0.0412038989844505,-3.027521854347364,-403.356476,713.674622,1058.139038,-0.7425180367182626,0.0562487800740878,0.2761396906170866,-162.00885,667.336304,1597.569458
57,15057,15057,15058,0,,,,,,,1.652578030124506,-0.0407842073582659,-3.0275224295227483,-403.289703,713.891663,1060.479126,-0.745698716961942,0.0536672180562044,0.2731191083859158,-161.818848,667.8125,1597.728149
58,15058,15058,15059,0,,,,,,,1.6481122387173457,-0.0410222503268318,-3.0274772930155844,-403.267639,714.099854,1062.873535,-0.744224360889637,0.0516290938471227,0.2711771441774497,-161.452621,667.629395,1598.284668
59,15059,15059,15060,0,,,,,,,1.6457630852786918,-0.0413398696561932,-3.027992848269943,-403.262787,714.394653,1065.034424,-0.7461613288417107,0.0494533397750172,0.2685368161016002,-161.312546,667.866089,1598.595947
60,15060,15060,15061,0,-1.6681750253521177,1.0256763300909983,-2.413533733046242,-312.233154,768.611328,626.848267,1.6406345811925798,-0.040451235544157,-3.0259677214414094,-403.463776,714.514038,1067.515625,-0.7445762203322694,0.0470478040778119,0.2675763196193763,-161.126022,667.679016,1599.084961
61,15061,15061,15062,0,-1.812210715967405,1.3058539557263429,-2.5678811312143703,-312.48999,768.790527,629.325745,1.637281471970649,-0.0415294509827516,-3.027527410871407,-403.244446,714.759521,1069.843628,-0.7439190594929962,0.0449489708585998,0.2655028300001745,-160.894897,667.665588,1599.480103
62,15062,15062,15063,0,2.66634191651589,1.496251183012642,1.8975954697302504,-313.135651,769.193542,630.698364,1.6347948728863186,-0.0382507947304717,-3.027770518096383,-403.30481,714.972168,1071.93335,-0.7445112224838747,0.0430512941944001,0.2634824790755569,-160.726135,667.781006,1599.724487
63,15063,15063,15064,0,1.779695694421905,1.2414332891675768,1.009210007343542,-314.157654,768.610413,631.795593,1.6294979221564727,-0.0384401034589671,-3.024623350204401,-403.618927,715.031677,1074.442017,-0.7470153670089832,0.0401962114626392,0.2608480333482627,-160.754898,668.109924,1599.829468
64,15064,15064,15065,0,1.6715248333728951,0.9537785695084636,0.8995084438897926,-314.570496,768.279236,632.018372,1.6264026947370098,-0.0375402987367221,-3.0243677563259084,-403.684875,715.194824,1076.68103,-0.747041585469973,0.0378950592199325,0.2590259108803183,-160.652985,668.193665,1600.053589
65,15065,15065,15066,0,1.650897995120686,0.6629192558052339,0.8792297531075101,-315.051422,767.611389,633.271362,1.6180785050800008,-0.0388301383384123,-3.0279963504653566,-403.06723,715.221375,1079.543579,-0.7491907621102454,0.0358425566412973,0.2572100162818389,-160.596817,668.495483,1600.063599
66,15066,15066,15067,0,1.6193822600062633,0.3795609078268164,0.8478869989356222,-314.850037,768.047363,632.509705,1.6149609062236547,-0.0374311335973727,-3.027457014405209,-403.178802,715.370911,1081.795898,-0.7500174064127847,0.0335185266087679,0.2555335889738301,-160.596497,668.681396,1600.151123
67,15067,15067,15068,0,1.6061424753639453,0.0896054959426035,0.8136792381179047,-313.21225,769.391052,632.299377,1.612395219825565,-0.0358484915817963,-3.0284124566856514,-403.180176,715.572998,1083.989014,-0.7516929641031372,0.0295624599444803,0.2533545449167423,-160.721283,668.903259,1600.167114
68,15068,15068,15069,0,1.6185441637895273,-0.2046159304109462,0.8104877113971395,-313.806854,770.096252,634.464233,1.6117810601959108,-0.0334678147913536,-3.023289593569801,-403.994995,715.800049,1086.030884,-0.7523762184455259,0.0271735762026695,0.2516893789481673,-160.723145,669.067627,1600.181274
69,15069,15069,15070,0,1.6135532158291566,-0.4965615705433523,0.8164404168404328,-314.584167,769.668518,634.779053,1.6075276204822952,-0.0318162500008475,-3.02173187986677,-404.194031,715.827515,1088.408691,-0.7529366663822525,0.025547379670768,0.2555744155571667,-161.076263,669.351257,1600.105103
70,15070,15070,15071,0,1.620609728999914,-0.7813088649787824,0.7929505486834585,-314.207794,770.781799,635.68158,1.600993279754618,-0.0343085912941036,-3.026598216623373,-403.474762,715.856079,1091.082275,-0.754175279322431,0.0233973665326588,0.2536317252488573,-161.100632,669.619629,1599.979858
71,15071,15071,15072,0,1.6511138155996656,-1.0762667242609107,0.731373953197189,-311.848907,772.90155,637.237732,1.603219388844026,-0.0266267829226059,-3.0218009104673453,-404.442261,716.102539,1092.706177,-0.753472956797187,0.020038643838119,0.2468473188639396,-160.774979,669.546753,1600.014282
72,15072,15072,15073,0,1.7450508752872596,-1.354536100143088,0.6373908460415239,-311.870911,773.401245,638.522949,1.59573715926109,-0.0279731617034042,-3.023419430714984,-404.19278,716.09314,1095.636841,-0.754635949857531,0.0175696192421274,0.2447416803596293,-160.872467,669.834839,1599.845459
73,15073,15073,15074,0,-1.726772122430858,-1.4892391585684024,-2.178429661945255,-311.575745,774.419067,638.226624,1.594869539889754,-0.0243959284108271,-3.018690094716724,-404.899567,716.172058,1097.559204,-0.7585341577610953,0.0148180971151336,0.2415960629309838,-161.068207,670.410522,1599.476562
74,15074,15074,15075,0,-1.5987854727032946,-1.2006446090994696,-2.316343154475192,-310.865997,775.286255,639.488647,1.591499733654461,-0.0223662742102975,-3.018133002756206,-405.051971,716.241089,1099.883667,-0.7564158485346189,0.0125713620452655,0.2418237326966522,-161.172623,670.352905,1599.452026
75,15075,15075,15076,0,-1.4992400884440376,-0.913290446383259,-2.41868850869236,-309.979584,776.857178,636.15686,1.5891907925644864,-0.0220251152503062,-3.0175388783815382,-405.233307,716.391602,1102.177612,-0.7572343089296176,0.0104449492436738,0.2404320761598483,-161.318939,670.611877,1599.195557
76,15076,15076,15077,0,,,,,,,1.5869452813630207,-0.019169352990585,-3.018478806203086,-405.27951,716.516113,1104.327881,-0.7591955245278075,0.0079807691731551,0.2391096298305601,-161.533829,670.98468,1598.812622
77,15077,15077,15078,0,,,,,,,1.578839241244491,-0.018575961256718,-3.0208848504441788,-404.863037,716.3125,1107.092896,-0.7610847156035465,0.0054865723545275,0.237392748512455,-161.754288,671.392273,1598.393799
78,15078,15078,15079,0,,,,,,,1.5805170412990897,-0.0142927386648046,-3.0159911978071845,-405.775085,716.531128,1108.916626,-0.7629300883387582,0.0032056558043394,0.2361678587916572,-161.986282,671.780701,1597.966797
